id,FOLIO,id,TIPO DE EVENTO,HOMOLOGACIÓN_TIPO DE EVENTO,TIPO DE EVENTO 2,FECHA EVENTO,HORA RECEPCION,HORA DESPACHO,HORA ARRIBO,ZONA,SECTOR,CUADRANTE,ALCALDÍA,LATITUD Y,LONGITUD X,CARPETA DE INVESTIGACION,ORIGEN,MOVIL,CAUSA,FALLECIDOS,LESIONADOS,DETENIDOS,ARMA DE FUEGO INVOLUCRADA,CALIBRE ARMA DE FUEGO,ARMA DE BLANCA INVOLUCRADA,LUGAR LOCALIZACION CADAVER,AUTOMOVIL INVOLUCRADO,MOTOCICLETA INVOLUDRADA,DROGAS INVOLUDRADAS,OBSERVACIONES
201,C5/20221201/04145,201,HOMICIDIO DOLOSO POR ARMA DE FUEGO,HOMICIDIO POR ARMA DE FUEGO,HOMICIDIO ARMA DE FUEGO,01/12/2022,20:55:32,20:57:45,21:07:28,ZONA ORIENTE,TEPEPAN,O-4.2.9,XOCHIMILCO,19.25001458,-99.02053984,CI-FIEDH/2/UI-1 C/D/00412/12-2022,RADIO,AGRESION DIRECTA,LESIÓN POR PROYECTIL DE ARMA DE FUEGO,1,,,SI,NO ESPECIFICADO,NO,VIA PUBLICA,NO,SI,NO,
202,C5/20221201/02692,202,HOMICIDIO DOLOSO POR GOLPES,HOMICIDIO DOLOSO POR GOLPES,HOMICIDIO OTROS,01/12/2022,15:52:09,15:55:28,15:59:56,ZONA PONIENTE,SANTA FE,P-1.4.5,ÁLVARO OBREGÓN,19.363504,-99.239835,CI-FIEDF/D/UI-3 S/D/00300/12-2022,RADIO,AGRESION DIRECTA,LESIÓN POR GOLPES,1,,1,NO,NA,NO,DOMICILIO,NO,NO,NO,TOMANDO CONOCIMIENTO A LA FISCALÍA ESPECIALIZADA DE FEMINICIDIOS.
203,C5/20221202/00837,203,HOMICIDIO DOLOSO POR ARMA DE FUEGO,HOMICIDIO POR ARMA DE FUEGO,HOMICIDIO ARMA DE FUEGO,02/12/2022,07:34:10,07:34:24,07:38:27,ZONA SUR,COAPA,S.4.1.13,TLALPAN,19.291342,-99.110362,CI-FEIDF/D/UI-1 S/D/00301/12-2022,LLAMADA DEL 911,AGRESION DIRECTA,LESIÓN POR PROYECTIL DE ARMA DE FUEGO,1,,,SI,NO ESPECIFICADO,,VIA PUBLICA,NO,SI,NO,TOMÓ CONOCIMIENTO LA FISCALÍA ESPECIALIZADA PARA LA INVESTIGACIÓN DEL DELITO DE FEMINICIDIO.
204,C2C/20221202/00096,204,HOMICIDIO DOLOSO POR ARMA BLANCA,HOMICIDIO POR ARMA BLANCA,HOMICIDIO ARMA BLANCA,02/12/2022,16:16:25,16:16:56,16:18:41,ZONA CENTRO,ALAMEDA,C.1.1.6.,CUAUHTÉMOC,19.43035,-99.14234,CI-FIEDH/2/UI-1 C/D/00413/12-2022,BOTÓN DE AUXILIO,AGRESION DIRECTA,LESIÓN POR ARMA BLANCA,1,,1,NO,NA,SI,VIA PUBLICA,NO,NO,NO,
205,C5/20221203/02180,205,HOMICIDIO DOLOSO POR ARMA DE FUEGO,HOMICIDIO POR ARMA DE FUEGO,HOMICIDIO ARMA DE FUEGO,03/12/2022,10:26:44,10:29:09,10:33:21,ZONA NORTE,CUAUTEPEC,N-1.2.20,GUSTAVO A. MADERO,19.536814,-99.137393,CI-FIEDH/2/UI-1 C/D/00415/12-2022,LLAMADA DEL 911,AGRESION DIRECTA,LESIÓN POR ARMA DE FUEGO,1,,,SI,NO ESPECIFICADO,NO,VIA PUBLICA,NO,NO,NO,
206,C5/20221203/01357,206,HOMICIDIO DOLOSO POR ARMA BLANCA,HOMICIDIO POR ARMA BLANCA,HOMICIDIO ARMA BLANCA,03/12/2022,05:07:57,05:15:15,05:15:16,ZONA ORIENTE,QUETZAL,0-1.6.8,IZTAPALAPA,19.32331,-99.03232,CI-FIEDH/2/UI-1 C/D/00414/12-2022,RADIO,RIÑA,LESIÓN POR ARMA BLANCA,1,,2,NO,NA,SI,VIA PUBLICA,NO,NO,NO,
207,C5/20221204/03944,207,HOMICIDIO DOLOSO POR ARMA BLANCA,HOMICIDIO POR ARMA BLANCA,HOMICIDIO ARMA BLANCA,04/12/2022,16:49:19,16:50:29,16:52:02,ZONA SUR,TEPEPAN,0-4.2.5,XOCHIMILCO,19.23336,-99.0916,CI-FIEDH/2/UI-1 C/D/00416/12-2022,LLAMADA DEL 911,RIÑA,LESIÓN POR ARMA BLANCA,1,1,3,SI,.38MM,SI,VIA PUBLICA,NO,NO,NO,
208,C5/20221206/04425,208,HOMICIDIO DOLOSO POR ARMA DE FUEGO,HOMICIDIO POR ARMA DE FUEGO,HOMICIDIO ARMA DE FUEGO,06/12/2022,22:38:34,22:39:10,22:39:50,ZONA ORIENTE,ESTRELLA,O-1.3.4,IZTAPALAPA,19.338082,-99.108896,PENDIENTE,LLAMADA DEL 911,AGRESION DIRECTA,LESIÓN POR PROYECTIL DE ARMA DE FUEGO,1,1,,SI,NO ESPECIFICADO,NO,VEHÍCULO,SI,SI,NO,
209,C5/20221206/03500,209,HOMICIDIO DOLOSO POR ARMA DE FUEGO,HOMICIDIO POR ARMA DE FUEGO,HOMICIDIO ARMA DE FUEGO,06/12/2022,19:33:36,19:34:44,19:35:08,ZONA ORIENTE,QUETZAL,O-1.6.4,IZTAPALAPA,19.33723,-99.03471,CI-FIIZP/IZP-9/UI-2 S/D/04506/12-2022,LLAMADA DEL 911,ROBO,LESIÓN POR PROYECTIL DE ARMA DE FUEGO,1,,,SI,NO ESPECIFICADO,NO,HOSPITAL,SI,NO,NO,
210,C5/20221206/02625,210,HOMICIDIO DOLOSO POR OTRAS CAUSAS,HOMICIDIO DOLOSO POR OTRAS CAUSAS,HOMICIDIO OTROS,06/12/2022,16:39:43,16:47:43,16:47:49,ZONA CENTRO,BUENAVISTA,C-1.4.9,CUAUHTÉMOC,19.445676,-99.148749,CI-FEIDF/D/UI-2 S/D/00307/12-2022,RADIO,SIN ESPECIFICAR,ETIOLOGÍA A DETERMINAR,1,,,NO,NO,NO,NEGOCIO (HOTEL),NO,NO,NO,
211,C5/20221206/00633,211,HOMICIDIO DOLOSO POR GOLPES,HOMICIDIO DOLOSO POR GOLPES,HOMICIDIO OTROS,06/12/2022,07:53:46,07:54:04,07:57:55,ZONA NORTE,IZTACCÍHUATL,N-2.1.1,IZTAPALAPA,19.401401,-99.135476,CI-FIEDH/2/UI-1 C/D/00417/12-2022,LLAMADA DEL 911,AGRESION DIRECTA,LESIONES POR GOLPES,1,,,NO,NA,NO,VIA PUBLICA,NO,NO,NO,
212,C5/20221207/00434,212,HOMICIDIO DOLOSO POR ARMA BLANCA,HOMICIDIO POR ARMA BLANCA,HOMICIDIO ARMA BLANCA,07/12/2022,04:27:00,04:34:19,04:34:20,ZONA NORTE,CONGRESO,N-3.2.3,VENUSTIANO CARRANZA,19.43703279,-99.11941562,CI-FIEDH/2/UI-1 C/D/00419/12-2022,RADIO,RIÑA,LESIÓN POR ARMA BLANCA,1,,1,NO,NA,SI,VIA PUBLICA,NO,NO,SI,
213,C5/20221208/04195,213,HOMICIDIO DOLOSO POR ARMA DE FUEGO,HOMICIDIO POR ARMA DE FUEGO,HOMICIDIO ARMA DE FUEGO,08/12/2022,21:20:33,21:21:08,21:23:06,ZONA ORIENTE,TEPEPAN,O-4.2.10,XOCHIMILCO,19.24664,-99.072514,PENDIENTE,LLAMADA DEL 911,AGRESION DIRECTA,LESIÓN POR ARMA DE FUEGO,1,,,SI,NO ESPECIFICADO,NO,VEHÍCULO,SI,SI,NO,
214,C5/20221208/03656,214,HOMICIDIO DOLOSO POR ARMA DE FUEGO,HOMICIDIO POR ARMA DE FUEGO,HOMICIDIO ARMA DE FUEGO,08/12/2022,19:38:36,19:39:12,19:41:31,ZONA PONIENTE,TACUBA,P-4.4.19,MIGUEL HIDALGO,19.442219,-99.173265,CI-FIMH/H1/UI-1 S/D/00242/12-2022,LLAMADA DEL 911,RIÑA,LESIÓN POR ARMA DE FUEGO,1,,1,SI,.25MM,NO,HOSPITAL,SI,NO,NO,
215,C5/20221209/01161,215,HOMICIDIO DOLOSO POR ARMA DE FUEGO,HOMICIDIO POR ARMA DE FUEGO,HOMICIDIO ARMA DE FUEGO,09/12/2022,09:08:21,09:08:51,09:10:10,ZONA SUR,TAXQUEÑA,S-2.3.2,COYOACÁN,19.353472,-99.127871,CI-FIEDH/2/UI-1 C/D/00425/12-2022,LLAMADA DEL 911,AGRESION DIRECTA,LESIÓN POR PROYECTIL DE ARMA DE FUEGO,1,,,SI,9MM Y 40MM,NO,NEGOCIO (OTRO),SI,NO,NO,
216,C5/20221209/00620,216,HOMICIDIO DOLOSO POR ASFIXIA,HOMICIDIO DOLOSO POR OTRAS CAUSAS,HOMICIDIO OTROS,09/12/2022,04:47:53,04:49:09,04:52:08,ZONA NORTE,MOCTEZUMA,N-3.5.9,VENUSTIANO CARRANZA,19.439024,-99.105533,CI-FIEDH/2/UI-1 C/D/00424/12-2022,LLAMADA DEL 911,RIÑA,ASFIXIA,1,,,NO,NA,NO,DOMICILIO,NO,NO,NO,
217,C5/20221209/00542,217,HOMICIDIO DOLOSO POR ARMA DE FUEGO,HOMICIDIO POR ARMA DE FUEGO,HOMICIDIO ARMA DE FUEGO,09/12/2022,04:07:16,04:09:13,04:13:15,ZONA PONIENTE,TACUBA,P-4.3.6,MIGUEL HIDALGO,19.449341,-99.190059,CI-FIEDH/2/UI-1 C/D/00423/12-2022,LLAMADA DEL 911,AGRESION DIRECTA,LESIÓN POR PROYECTIL DE ARMA DE FUEGO,1,,1,SI,.25MM,NO,VEHÍCULO,SI,NO,SI,
218,C5/20221208/04917,218,HOMICIDIO DOLOSO POR ARMA DE FUEGO,HOMICIDIO POR ARMA DE FUEGO,HOMICIDIO ARMA DE FUEGO,08/12/2022,23:51:02,23:51:24,23:56:36,ZONA ORIENTE,TEZONCO,O-1.9.3,IZTAPALAPA,19.3274308,-99.0816486,CI-FIEDH/2/UI-1 C/D/00422/12-2022,LLAMADA DEL 911,AGRESION DIRECTA,LESIÓN POR PROYECTIL DE ARMA DE FUEGO,1,,,SI,NO ESPECIFICADO,NO,VIA PUBLICA,NO,NO,SI,
219,C2O/20221209/00005,219,HOMICIDIO DOLOSO POR ARMA DE FUEGO,HOMICIDIO POR ARMA DE FUEGO,HOMICIDIO ARMA DE FUEGO,09/12/2022,00:13:09,00:13:48,00:23:06,ZONA ORIENTE,SANTA CRUZ,O-1.7.01,IZTAPALAPA,19.3742,-99.05657,CI-FIEDH/2/UI-1 C/D/0421/12-2022,BOTÓN DE AUXILIO,AGRESION DIRECTA,LESIÓN POR PROYECTIL DE ARMA DE FUEGO,1,,,SI,4.5MM,NO,VIA PUBLICA,NO,SI,NO,
220,C2N/20221209/00021,220,HOMICIDIO DOLOSO POR ARMA DE FUEGO,HOMICIDIO POR ARMA DE FUEGO,HOMICIDIO ARMA DE FUEGO,09/12/2022,09:06:16,09:06:34,09:09:48,ZONA NORTE,LINDA VISTA,N.1.4.8,GUSTAVO A. MADERO,19.47888,-99.13398,CI-FIEDH/2/UI-1 C/D/0426/12-2022,BOTÓN DE AUXILIO,AGRESION DIRECTA,LESIÓN POR PROYECTIL DE ARMA DE FUEGO,1,,2,SI,NO ESPECIFICADO,NO,VEHÍCULO,SI,SI,NO,
221,C5/20221210/02198,221,HOMICIDIO POR SUSPENSIÓN,HOMICIDIO DOLOSO POR OTRAS CAUSAS,HOMICIDIO OTROS,10/12/2022,11:15:23,11:17:18,11:20:32,ZONA ORIENTE,TECÓMITL,O-2.2.1,MILPA ALTA,19.2083454,-98.9748079,CI-FEIDF/D/UI-3 S/D/00311/12-2022,LLAMADA DEL 911,SIN ESPECIFICAR,ETIOLOGÍA A DETERMINAR,1,,,NO,NA,NO,ZONA BOSCOSA/PARAJE,NO,NO,NO,
222,C5/20221210/05334,222,HALLAZGO DE CADÁVER,HALLAZGO DE CADÁVER,HOMICIDIO OTROS,10/12/2022,21:46:23,21:53:58,21:56:43,ZONA ORIENTE,SANTA CRUZ,O-1.7.14,IZTAPALAPA,19.3596223,-99.0402691,CI-FIEDH/2/UI-1C/D/00427/12-2022,RADIO,AGRESION DIRECTA,ETIOLOGÍA A DETERMINAR,1,,,NO,NA,NO,NEGOCIO (HOTEL),NO,NO,NO,
223,C5/20221210/06029,223,HOMICIDIO DOLOSO POR ARMA DE FUEGO,HOMICIDIO POR ARMA DE FUEGO,HOMICIDIO ARMA DE FUEGO,10/12/2022,23:28:38,23:29:19,23:33:21,ZONA ORIENTE,MIXQUIC,0-3.1.8,TLÁHUAC,19.2296928,-99.0057128,CI-FIEDH/2/UI-1 C/D/00428/12-2022,LLAMADA DEL 911,AGRESION DIRECTA,LESIÓN POR PROYECTIL DE ARMA DE FUEGO,3,1,,SI,9MM,NO,VIA PUBLICA,NO,SI,NO,
224,C5/20221211/02297,224,HOMICIDIO DOLOSO POR ARMA BLANCA,HOMICIDIO POR ARMA BLANCA,HOMICIDIO ARMA BLANCA,11/12/2022,06:54:04,06:55:21,06:57:52,ZONA NORTE,CUAUTEPEC,N-1.2.5,GUSTAVO A. MADERO,19.551339,-99.153778,CI-FJPA/AEJPA/UI-1 C/D/02168/12-2022,LLAMADA DEL 911,ROBO,LESIÓN POR ARMA BLANCA,1,,1,NO,NA,SI,VIA PUBLICA,NO,NO,NO,
225,C5/20221211/03704,225,HOMICIDIO DOLOSO POR ARMA DE FUEGO,HOMICIDIO POR ARMA DE FUEGO,HOMICIDIO ARMA DE FUEGO,11/12/2022,13:13:02,13:13:34,13:19:41,ZONA ORIENTE,TEPEPAN,0-4.2.7,XOCHIMILCO,19.255421,-99.0457022,CI-FIXOC/UAT-XO-2/UI-1 S/D/05169/12-2022,LLAMADA DEL 911,RIÑA,LESIÓN POR PROYECTIL DE ARMA DE FUEGO,1,2,2,SI,NO ESPECIFICADO,NO,NEGOCIO (OTRO),NO,SI,NO,
226,C2S/20221211/00225,226,HOMICIDIO DOLOSO POR ARMA BLANCA,HOMICIDIO POR ARMA BLANCA,HOMICIDIO ARMA BLANCA,11/12/2022,22:24:53,22:25:42,22:27:50,ZONA SUR,UNIVERSIDAD,S-2.4.5,COYOACÁN,19.33078,-99.16571,CI-FIEDH/2/UI-1 C/D/00429/12-2022,LLAMADA DEL 911,AGRESION DIRECTA,LESIÓN POR ARMA BLANCA,1,,,NO,NA,SI,VIA PUBLICA,NO,NO,NO,
227,C5/20221212/00123,227,HOMICIDIO DOLOSO POR ARMA DE FUEGO,HOMICIDIO POR ARMA DE FUEGO,HOMICIDIO ARMA DE FUEGO,12/12/2022,00:58:44,00:59:16,01:02:12,ZONA PONIENTE,PLATEROS,P-1.2.6,ÁLVARO OBREGÓN,19.381093,-99.211966,CI-FIEDH/2/UI-1 C/D/00432/12-2022,LLAMADA DEL 911,RIÑA,LESIÓN POR PROYECTIL DE ARMA DE FUEGO,1,,1,SI,9MM,NO,VIA PUBLICA,NO,NO,NO,
228,C5/20221212/00116,228,HOMICIDIO POR ARMA BLANCA,HOMICIDIO POR ARMA BLANCA,HOMICIDIO ARMA BLANCA,12/12/2022,00:55:04,00:56:33,00:57:10,ZONA NORTE,MERCED BALBUENA,N-3.4.9,VENUSTIANO CARRANZA,19.41359,-99.12393,CI-FIEDH/2/UI-1 C/D/00431/12-2022,LLAMADA DEL 911,AGRESION DIRECTA,LESIÓN POR ARMA BLANCA,1,1,,NO,NA,SI,VIA PUBLICA,NO,NO,NO,
229,C2O/20221211/00271,229,HOMICIDIO DOLOSO POR ARMA DE FUEGO,HOMICIDIO POR ARMA DE FUEGO,HOMICIDIO ARMA DE FUEGO,11/12/2022,23:41:56,23:43:29,23:46:11,ZONA ORIENTE,TEZONCO,O-1.9.7,IZTAPALAPA,19.30692,-99.06664,CI-FIIZP/IZP-6/UI-1 C/D/05507/12-2022,BOTÓN DE AUXILIO,RIÑA,LESIÓN POR ARMA DE FUEGO Y ARMA BLANCA,1,2,1,SI,0.38,SI,VIA PUBLICA,NO,NO,NO,
230,C5/20221214/0017,230,HOMICIDIO DOLOSO POR ARMA BLANCA,HOMICIDIO POR ARMA BLANCA,HOMICIDIO ARMA BLANCA,14/12/2022,01:07:15,01:08:24,01:10:09,ZONA ORIENTE,QUETZAL,O-1.6.9,IZTAPALAPA,19.32145,-99.04157,CI-FIIZP/IZP-9/UI-3 S/D/04587/12-2022,LLAMADA DEL 911,AGRESION DIRECTA,LESIÓN POR ARMA BLANCA,1,,,NO,NA,SI,DOMICILIO,NO,NO,NO,
231,C5/20221214/00819,231,HOMICIDIO DOLOSO POR ARMA BLANCA,HOMICIDIO POR ARMA BLANCA,HOMICIDIO ARMA BLANCA,14/12/2022,08:15:15,08:22:47,08:22:49,ZONA ORIENTE,MIXQUIC,O-3.1.3,TLÁHUAC,19.30404164,-99.01816738,CI-FIEDH/2/UI-1 C/D/00433/12-2022,BOTÓN DE AUXILIO,AGRESION DIRECTA,LESIÓN POR ARMA BLANCA,1,,,NO,NA,SI,TERRENO VALDIO,NO,NO,NO,
232,C5/20221214/01640,232,HOMICIDIO DOLOSO POR ARMA DE FUEGO,HOMICIDIO POR ARMA DE FUEGO,HOMICIDIO ARMA DE FUEGO,14/12/2022,12:34:39,12:35:09,12:36:44,ZONA NORTE,TICOMÁN,N-1.8.4,GUSTAVO A. MADERO,19.522398,-99.153803,CI-FIEDH/2/00434/12-2022,LLAMADA DEL 911,AGRESION DIRECTA,LESIÓN POR ARMA DE FUEGO,1,,,SI,NO ESPECIFICADO,NO,VIA PUBLICA,NO,SI,NO,
233,C2P/20221215/00043,233,HALLAZGO DE CADÁVER,HALLAZGO DE CADÁVER,HOMICIDIO OTROS,15/12/2022,10:24:01,10:24:07,10:25:21,ZONA PONIENTE,ALPES,P-1.1.8,ÁLVARO OBREGÓN,19.3273453,-99.25386791,CI-FIEDH/2/UI-1 C/D/00435/12-2022,LLAMADA DEL 911,AGRESION DIRECTA,ETIOLOGÍA A DETERMINAR,2,,,NO ESPECIFICADO,NO ESPECIFICADO,NO ESPECIFICADO,NO ESPECIFICADO,NO,NO,NO,
234,C2N/20221216/00198,234,HOMICIDIO DOLOSO POR ARMA DE FUEGO,HOMICIDIO POR ARMA DE FUEGO,HOMICIDIO ARMA DE FUEGO,16/12/2022,21:29:10,21:30:20,21:33:25,ZONA NORTE,CUAUTEPEC,N-1.2.12,GUSTAVO A. MADERO,19.53697,-99.15086,CI-FIEDH/2/UI-1C/D/00437/12-2022,BOTÓN DE AUXILIO,AGRESION DIRECTA,LESIÓN POR PROYECTIL DE ARMA DE FUEGO,1,,,SI,NO ESPECIFICADO,NO,VEHÍCULO,SI,NO,NO,
235,C2P/20221216/00179,235,HOMICIDIO DOLOSO POR ARMA DE FUEGO,HOMICIDIO POR ARMA DE FUEGO,HOMICIDIO ARMA DE FUEGO,16/12/2022,20:55:28,20:56:18,20:58:52,ZONA PONIENTE,SANTA FE,P-1.4.4,ÁLVARO OBREGÓN,19.372063,-99.233462,CI-FIEDH/2/UI-1 C/D/00436/12-2022,BOTÓN DE AUXILIO,AGRESION DIRECTA,LESIÓN POR PROYECTIL DE ARMA DE FUEGO,1,,,SI,.22MM,NO,VIA PUBLICA,NO,SI,NO,
236,C5/20221215/04693,236,HOMICIDIO DOLOSO POR ARMA BLANCA,HOMICIDIO POR ARMA BLANCA,HOMICIDIO ARMA BLANCA,15/12/2022,22:02:39,22:13:03,22:13:05,ZONA NORTE,TLACOTAL,N-2.3.8,IZTACALCO,19.38585893,-99.10105053,CI-FIIZC/UAT-IZC-2/UI-1 S/D/07773/12-2022,RADIO,AGRESION DIRECTA,LESIÓN POR ARMA BLANCA,1,,,NO,NO ,SI,VIA PUBLICA,NO,NO,NO,SE INICIA PROTOCOLO DE FEMINICIDIO POR LA FISCALÍA 
237,C5/20221216/02708,237,HALLAZGO DE CADÁVER,HALLAZGO DE CADÁVER,NO ESPECIFICADO,16/12/2022,16:21:16,16:21:43,16:21:46,ZONA PONIENTE,CUAJIMALPA,P-3.1.6,CUAJIMALPA,19.35588708,-99.31670946,CI-FEIDF/D/UI-3 S/D/00314/12-2022,RADIO,AGRESION DIRECTA,ETIOLOGÍA A DETERMINAR,1,,,NO ESPECIFICADO,NO ESPECIFICADO,NO ESPECIFICADO,ZONA BOSCOSA/PARAJE,NO,NO,NO,LOCALIZACIÓN FOSA CLANDESTINA 
238,C5/20221217/02017,238,HOMICIDIO POR ARMA BLANCA,HOMICIDIO POR ARMA BLANCA,HOMICIDIO ARMA BLANCA,17/12/2022,06:46:39,06:48:28,06:51:29,ZONA NORTE,ARAGÓN,N-1.1.8,GUSTAVO A. MADERO,19.45459,-99.08712,CI-FIEDH/2/UI-1 C/D/00438/12-2022,LLAMADA DEL 911,AGRESION DIRECTA,LESIÓN POR ARMA BLANCA,1,,,NO,NO,SI,VIA PUBLICA,NO,SI,NO,
239,C5/20221217/04037,239,HOMICIDIO POR ARMA DE FUEGO,HOMICIDIO POR ARMA DE FUEGO,HOMICIDIO ARMA DE FUEGO,17/12/2022,15:28:00,15:29:27,15:34:10,ZONA NORTE,PRADERA,N-1.5.3,GUSTAVO A. MADERO,19.505194,-99.084813,CI-FIEDH/2/UI-1 C/D/00439/12-2022,LLAMADA DEL 911,ROBO A TRANSEÚNTE POR LA COMPRA DE UN VEHÍCULO,LESIÓN POR PROYECTIL DE ARMA DE FUEGO,1,,,SI,NO ESPECIFICADO,NO,VIA PUBLICA,NO,NO,NO,
240,C2N/20221218/00002,240,HOMICIDIO DOLOSO POR ARMA DE FUEGO,HOMICIDIO POR ARMA DE FUEGO,HOMICIDIO ARMA DE FUEGO,18/12/2022,00:03:53,00:04:18,00:04:36,ZONA NORTE,ARAGÓN,N-1.1.7,GUSTAVO A. MADERO,19.45025595,-99.06980654,CI/FIEDH/2/UI-1 C/D/00440/12-2022,RADIO,AGRESION DIRECTA,LESIÓN POR PROYECTIL DE ARMA DE FUEGO,1,,,SI,9MM,NO,VIA PUBLICA,NO,SI,NO,
241,C5/20221218/03473,241,TRIPLE HALLAZGO DE CADÁVER,HALLAZGO DE CADÁVER,NO ESPECIFICADO,18/12/2022,13:40:52,13:41:59,13:43:35,ZONA CENTRO,ROMA,C-1.7.11,CUAUHTÉMOC,19.415509,-99.165404,CI-E-FDMDFDBP/C/UI-2 C/D/02178/12-2022,RADIO,AGRESION DIRECTA,ETIOLOGÍA A DETERMINAR,3,,,NO ESPECIFICADO,NO ESPECIFICADO,NO ESPECIFICADO,DOMICILIO,NO,NO,NO,
242,C5/20221218/03934,242,HOMICIDIO DOLOSO POR ARMA BLANCA,HOMICIDIO POR ARMA BLANCA,HOMICIDIO ARMA BLANCA,18/12/2022,15:24:25,15:25:23,15:25:27,ZONA PONIENTE,TACUBA,P-4.4.19,MIGUEL HIDALGO,19.447994,-99.172404,S/D,RADIO,RIÑA,LESIÓN POR ARMA BLANCA,1,1,,NO,NO,SI,HOSPITAL,NO,NO,NO,
243,C5/20221218/05671,243,HOMICIDIO DOLOSO POR ARMA DE FUEGO,HOMICIDIO POR ARMA DE FUEGO,HOMICIDIO ARMA DE FUEGO,18/12/2022,21:14:06,21:15:08,21:17:46,ZONA ORIENTE,LA NORIA,O-4.1.1,XOCHIMILCO,19.225027,-99.118041,CI-FIEDH/2/UI-1 C/D/00441/12-2022,LLAMADA DEL 911,AGRESION DIRECTA,LESIÓN POR ARMA DE FUEGO,1,,,SI,NO ESPECIFICADO,NO,VIA PUBLICA,NO,SI,NO,
244,C5/20221220/01774,244,HOMICIDIO DOLOSO POR ARMA BLANCA,HOMICIDIO POR ARMA BLANCA,HOMICIDIO ARMA BLANCA,20/12/2022,13:12:30,13:23:58,13:26:38,ZONA SUR,FUENTE,S-4.2.6,TLALPAN,19.253585,-99.183974,CI-FIEDH/2/UI-1 C/D/00442/12-2022,LLAMADA DEL 911,AGRESION DIRECTA,LESIÓN POR ARMA BLANCA,1,,,NO,NA,SI,ZONA BOSCOSA/PARAJE,NO,NO,NO,
245,C2O/20221121/00030,245,HOMICIDIO DOLOSO POR ARMA DE FUEGO,HOMICIDIO POR ARMA DE FUEGO,HOMICIDIO ARMA DE FUEGO,21/11/2022,02:53:58,02:54:25,02:58:24,ZONA ORIENTE,TEPEPAN,O-4.2.8,XOCHIMILCO,19.25421,-99.01182,CI-FIEDH/2/UI-1 C/D/00443/12-2022,RADIO,AGRESION DIRECTA,LESIÓN POR PROYECTIL DE ARMA DE FUEGO,1,1,1,SI,NO ESPECIFICADO,NO,NO ESPECIFICADO,NO,SI,NO,
247,C2S/20221222/00115,247,HOMICIDIO DOLOSO POR ARMA DE FUEGO,HOMICIDIO POR ARMA DE FUEGO,HOMICIDIO ARMA DE FUEGO,22/12/2022,20:00:53,20:01:15,20:08:25,ZONA SUR,PADIERNA,S-4.4.7,TLALPAN,19.27039,-99.24086,CI-FIEDH/2/UI-1 C/D/00444/12-2022,BOTÓN DE AUXILIO,AGRESION DIRECTA,LESIÓN POR PROYECTIL DE ARMA DE FUEGO,2,,1,SI,9MM,NO,VEHÍCULO,SI,SI,NO,PISTOLA DE LA MARCA GLOCK CALIBRE 9 MILÍMETROS CON UN CARGADOR Y 4 CARTUCHOS ÚTILES CON NUMERO DE SERIE BL2G920
248,C5/20221222/03499,248,HOMICIDIO DOLOSO POR ARMA DE FUEGO,HOMICIDIO POR ARMA DE FUEGO,HOMICIDIO ARMA DE FUEGO,22/12/2022,19:25:34,19:25:50,19:28:00,ZONA PONIENTE,PLATEROS,P-1.2.7,ÁLVARO OBREGÓN,19.387564,-99.203393,CI-FIEDH/2/UI-1 C/D/00445/12-2022,RADIO,AGRESION DIRECTA,LESIÓN POR PROYECTIL DE ARMA DE FUEGO,1,,1,SI,NO ESPECIFICADO,NO,VIA PUBLICA,NO,SI,NO,
249,C5/20221222/04522,249,HOMICIDIO DOLOSO POR ARMA DE FUEGO,HOMICIDIO POR ARMA DE FUEGO,HOMICIDIO ARMA DE FUEGO,22/12/2022,22:43:47,22:44:00,22:46:46,ZONA NORTE,CUAUTEPEC,N-1.2.8,GUSTAVO A. MADERO,19.568862,-99.129967,CI-FIEDH/2/UI-1 C/D/00446/12-2022,VÍA C2 NORTE,AGRESION DIRECTA,LESIÓN POR PROYECTIL DE ARMA DE FUEGO,1,,,SI,9MM,NO,VEHÍCULO,SI,SI,NO,
250,C2N/20221225/00016,250,HOMICIDIO DOLOSO POR ARMA DE FUEGO,HOMICIDIO POR ARMA DE FUEGO,HOMICIDIO ARMA DE FUEGO,11/12/2022,01:08:36,01:08:55,01:12:55,ZONA NORTE,CUAUTEPEC,N-1.2.8,GUSTAVO A. MADERO,19.54918912,-99.12422712,CI-FIGAM/UAT-GAM-3/UI-1 S/D/03929/12-202,NOTIFICACION DE MINISTERIO PUBLICO,AGRESION DIRECTA,LESIÓN POR ARMA DE FUEGO,1,,,SI,NO ESPECIFICADO,NO,NO ESPECIFICADO,NO,NO,NO,
251,C5/20221224/00432,251,HOMICIDIO DOLOSO POR ARMA DE FUEGO,HOMICIDIO POR ARMA DE FUEGO,HOMICIDIO ARMA DE FUEGO,24/12/2022,01:14:53,01:15:14,01:17:53,ZONA PONIENTE,LA RAZA,P-2.4.6,AZCAPOTZALCO,19.465936,-99.153108,CI-FIGAM/UAT-GAM-3/UI-1 S/D/03925/12-2022,LLAMADA DEL 911,AGRESION DIRECTA,LESIÓN POR PROYECTIL DE ARMA DE FUEGO,1,,,SI,NO ESPECIFICADO,NO,VIA PUBLICA,NO,SI,NO,
